bene_id,BENE_MBI_ID,BENE_LAST_NAME,BENE_1ST_NAME,BENE_MIDL_NAME,BENE_BRTH_DT,BENE_DEATH_DT,BENE_SEX_CD,BENE_RACE_CD,BENE_SK,BENE_XREF_SK,BENE_XREF_EFCTV_SK
-10000010259820,1S00EU7MX20,Terry864,Ricky354,D,1942-11-09,,1,1,-969421172,-969421172,-969421172
-10000010259818,1S00EU7MX18,Armstrong51,Alphonso102,C,1977-06-15,,1,1,-330132588,-330132588,-330132588
-10000010259800,1S00EU7MX00,Kreiger457,Chelsie189,G,1971-06-27,,2,1,-732662325,-732662325,-732662325
-10000010259794,1S00EU7MW91,Hackett68,Kary197,T,1988-10-08,,2,2,-544250680,-544250680,-544250680
-10000010259789,1S00EU7MW89,O'Reilly797,Van763,K,1937-03-17,,1,5,-419625789,-419625789,-419625789
-10000010259788,1S00EU7MW88,Borer986,Juana825,Y,1965-11-18,,2,5,-935464375,-935464375,-935464375
-10000010259787,1S00EU7MW87,Feest103,Jamey282,H,1968-03-31,,1,2,-726998635,-726998635,-726998635
-10000010259780,1S00EU7MW80,Brito172,Ramón841,,1944-11-18,,1,5,-93931578,-93931578,-93931578
-10000010259777,1S00EU7MW77,O'Hara248,Wiley422,,1956-11-06,,1,1,-537267795,-537267795,-537267795
-10000010259774,1S00EU7MW74,Deckow585,Hipolito984,C,1956-01-20,,1,1,-930843250,-930843250,-930843250
-10000010259773,1S00EU7MW73,Wehner319,Suzann567,H,1960-03-03,,2,5,-767302097,-767302097,-767302097
-10000010259770,1S00EU7MW70,Kassulke119,Kimi714,T,1913-07-08,,2,2,-940637866,-940637866,-940637866
-10000010259769,1S00EU7MW69,Schuster709,Rufus33,S,1956-03-17,,1,1,-281618862,-281618862,-281618862
-10000010259768,1S00EU7MW68,Wuckert783,Roberto515,D,1950-09-18,,1,1,-963400160,-963400160,-963400160
-10000010259765,1S00EU7MW65,Kuhn96,Brice635,G,1943-06-24,,1,2,-393458956,-393458956,-393458956
-10000010259760,1S00EU7MW60,Parker433,Delbert384,T,1994-05-29,,1,1,-629231678,-629231678,-629231678
-10000010259754,1S00EU7MW54,Walter473,Fredric73,,1946-04-08,,1,1,-959594591,-959594591,-959594591
-10000010259751,1S00EU7MW51,Langworth352,Maris768,I,1952-12-10,,2,1,-160977145,-160977145,-160977145
-10000010259750,1S00EU7MW50,Hauck852,Lavern240,L,1959-03-25,,2,1,-694012229,-694012229,-694012229
-10000010259746,1S00EU7MW46,Eichmann909,Hedwig986,L,1922-09-26,,2,1,-966957258,-966957258,-966957258
-10000010259745,1S00EU7MW45,Kuvalis369,Marlene554,K,1944-04-15,,2,2,-899839103,-899839103,-899839103
-10000010259728,1S00EU7MW28,Wuckert783,Jeremiah751,M,1972-05-21,,1,5,-901573542,-901573542,-901573542
-10000010259726,1S00EU7MW26,Centeno914,José Eduardo181,M,1945-08-05,,1,5,-246832761,-246832761,-246832761
-10000010259715,1S00EU7MW15,Hills818,Galen747,,2015-01-24,,1,1,-796113225,-796113225,-796113225
-10000010259714,1S00EU7MW14,Considine820,Kermit56,,1977-08-06,,1,1,-707664560,-707664560,-707664560
-10000010259712,1S00EU7MW12,Walker122,Diego848,,1958-11-13,,1,1,-82409498,-82409498,-82409498
-10000010259711,1S00EU7MW11,Murray856,Clement78,R,1949-08-27,,1,5,-136110964,-136110964,-136110964
-10000010259710,1S00EU7MW10,Reynolds644,Viola977,C,1976-08-28,,2,2,-941875049,-941875049,-941875049
-10000010259706,1S00EU7MW06,Daniel959,Anh979,L,1954-05-23,,2,1,-5592731,-5592731,-5592731
-10000010259702,1S00EU7MW02,Wolff180,Marvella276,M,1958-09-21,,2,1,-830973136,-830973136,-830973136
-10000010259697,1S00EU7MV97,Collins926,Damian46,E,1958-11-29,,1,1,-557069341,-557069341,-557069341
-10000010259691,1S00EU7MV91,Turcotte120,Bud153,W,1948-09-25,,1,1,-604588005,-604588005,-604588005
-10000010259685,1S00EU7MV85,Mohr916,Jazmine498,,1941-10-09,,2,1,-910026185,-910026185,-910026185
-10000010259684,1S00EU7MV84,Treutel973,Agatha2,,1962-08-13,,2,1,-215562756,-215562756,-215562756
-10000010259678,1S00EU7MV78,Anderson154,Ron353,M,1960-09-17,,1,2,-876957059,-876957059,-876957059
-10000010259676,1S00EU7MV76,Bernhard322,Bradly656,E,1959-03-25,,1,1,-250098830,-250098830,-250098830
-10000010259674,1S00EU7MV74,Prosacco716,Parthenia862,C,1973-08-21,,2,5,-682083448,-682083448,-682083448
-10000010259671,1S00EU7MV71,Franecki195,Ronna740,,1963-09-08,,2,1,-917554970,-917554970,-917554970
-10000010259657,1S00EU7MV57,Stokes453,Olin642,B,1950-02-01,,1,1,-442628527,-442628527,-442628527
-10000010259656,1S00EU7MV56,Oberbrunner298,Valentine262,S,2008-11-04,,1,1,-656005439,-656005439,-656005439
-10000010259653,1S00EU7MV53,Doyle959,Hung902,E,1952-12-14,,1,1,-774774081,-774774081,-774774081
-10000010259650,1S00EU7MV50,Stracke611,Tommy814,,1956-04-10,,2,1,-557344331,-557344331,-557344331
-10000010259648,1S00EU7MV48,Franecki195,Cinthia596,S,1933-03-11,,2,1,-662693477,-662693477,-662693477
-10000010259645,1S00EU7MV45,Robel940,Loralee922,L,2018-02-01,,2,5,-277781251,-277781251,-277781251
-10000010259644,1S00EU7MV44,Johnston597,Laurine214,C,1953-01-13,,2,1,-193803525,-193803525,-193803525
-10000010259643,1S00EU7MV43,Krajcik437,Kisha966,,1967-09-09,,2,1,-664314663,-664314663,-664314663
-10000010259642,1S00EU7MV42,Portillo767,Norma469,G,1969-10-19,,2,5,-673541748,-673541748,-673541748
-10000010259637,1S00EU7MV37,Kemmer137,Lucius907,G,1943-08-05,,1,5,-276617720,-276617720,-276617720
-10000010259632,1S00EU7MV32,Lesch175,Stan246,B,1938-04-29,,1,1,-944353010,-944353010,-944353010
-10000010259630,1S00EU7MV30,Considine820,Alpha246,E,1957-08-15,,2,1,-581467063,-581467063,-581467063
-10000010259626,1S00EU7MV26,Beer512,Reina25,A,1986-02-15,,2,1,-519302627,-519302627,-519302627
-10000010259624,1S00EU7MV24,Miller503,Laverne101,E,1958-08-18,,2,1,-204376392,-204376392,-204376392
-10000010259622,1S00EU7MV22,Kunze215,Emelda84,T,1974-04-07,,2,4,-307351075,-307351075,-307351075
-10000010259617,1S00EU7MV17,Hayes766,Emilia403,S,2005-10-22,,2,1,-396412029,-396412029,-396412029
-10000010259613,1S00EU7MV13,Duarte203,Esperanza675,A,1967-04-20,,2,5,-725377602,-725377602,-725377602
-10000010259608,1S00EU7MV08,Kuvalis369,Devorah937,J,1959-03-26,,2,2,-585892399,-585892399,-585892399
-10000010259605,1S00EU7MV05,Malave728,Jerónimo599,,1958-09-16,,1,5,-440515726,-440515726,-440515726
-10000010259604,1S00EU7MV04,VonRueden376,Lesha323,K,1942-12-24,,2,1,-139798113,-139798113,-139798113
-10000010259594,1S00EU7MU94,Nader710,Monte325,L,1954-07-29,,1,5,-86257576,-86257576,-86257576
-10000010259593,1S00EU7MU93,Gaylord332,Keely496,S,1959-04-07,,2,1,-480249517,-480249517,-480249517
-10000010259589,1S00EU7MU89,Gorczany269,Andre610,,1987-04-21,,1,1,-632105658,-632105658,-632105658
-10000010259588,1S00EU7MU88,Kreiger457,Franklyn361,,1979-07-25,,1,1,-434481396,-434481396,-434481396
-10000010259584,1S00EU7MU84,Ornelas92,Julio César525,R,1964-10-19,,1,5,-984683451,-984683451,-984683451
-10000010259579,1S00EU7MU79,Kunde533,Booker670,O,2001-06-23,,1,2,-997056182,-997056182,-997056182
-10000010259578,1S00EU7MU78,Wiegand701,Damien170,,1930-01-07,,1,1,-104993636,-104993636,-104993636
-10000010259571,1S00EU7MU71,Yost751,Sammy219,,1953-07-30,,1,2,-95092699,-95092699,-95092699
-10000010259570,1S00EU7MU70,Satterfield305,Harris789,L,1963-09-07,,1,1,-696882543,-696882543,-696882543
-10000010259568,1S00EU7MU68,Lang846,Jeromy156,,1961-07-10,,1,1,-866229645,-866229645,-866229645
-10000010259567,1S00EU7MU67,Bosco882,Chrystal576,O,1918-01-31,,2,1,-507999468,-507999468,-507999468
-10000010259565,1S00EU7MU65,Brown30,Luther918,E,1958-03-02,,1,1,-843612962,-843612962,-843612962
-10000010259563,1S00EU7MU63,Carroll471,Shara355,E,1954-12-25,,2,1,-297672252,-297672252,-297672252
-10000010259561,1S00EU7MU61,Kling921,Dewayne363,,1987-05-11,,1,5,-523443265,-523443265,-523443265
-10000010259559,1S00EU7MU59,Balistreri607,Janiece99,J,1960-02-11,,2,5,-628336758,-628336758,-628336758
-10000010259555,1S00EU7MU55,Bailey598,Jewell855,D,1952-04-10,,1,1,-891823120,-891823120,-891823120
-10000010259554,1S00EU7MU54,Ernser583,Clementine778,S,1973-03-15,,2,4,-982213785,-982213785,-982213785
-10000010259549,1S00EU7MU49,Hammes673,Marybelle759,,1952-08-02,,2,1,-356731280,-356731280,-356731280
-10000010259528,1S00EU7MU28,Hermiston71,Bo157,E,1965-09-09,,1,5,-701129681,-701129681,-701129681
-10000010259523,1S00EU7MU23,Connelly992,Hermelinda327,A,1963-05-26,,2,2,-821541426,-821541426,-821541426
-10000010259520,1S00EU7MU20,Wyman904,Shan714,,1953-12-25,,2,1,-558217133,-558217133,-558217133
-10000010259519,1S00EU7MU19,Tillman293,Carl856,R,1960-08-05,,1,1,-831808304,-831808304,-831808304
-10000010259518,1S00EU7MU18,Veum823,Sammie902,J,1964-08-15,,1,2,-50604803,-50604803,-50604803
-10000010259517,1S00EU7MU17,Kulas532,Bryce11,S,1969-01-18,,1,1,-759156860,-759156860,-759156860
-10000010259512,1S00EU7MU12,Walter473,Bryon392,,1918-07-14,,1,5,-644146529,-644146529,-644146529
-10000010259499,1S00EU7MT99,Saldaña5,Arturo47,L,1979-04-17,,1,5,-404162934,-404162934,-404162934
-10000010259495,1S00EU7MT95,Swift555,Prince887,,1954-08-24,,1,1,-158370816,-158370816,-158370816
-10000010259491,1S00EU7MT91,Hackett68,Rene434,O,1960-10-01,,1,2,-950533544,-950533544,-950533544
-10000010259490,1S00EU7MT90,Marvin195,Avis183,N,1971-03-18,,2,1,-76417222,-76417222,-76417222
-10000010259489,1S00EU7MT89,Becker968,Bonnie873,B,1959-01-10,,2,2,-683991062,-683991062,-683991062
-10000010259488,1S00EU7MT88,Kertzmann286,Fredda152,,1968-10-17,,2,1,-67153372,-67153372,-67153372
-10000010259487,1S00EU7MT87,Padberg411,Lavonia8,S,1959-08-16,,2,1,-456910481,-456910481,-456910481
-10000010259486,1S00EU7MT86,Block661,Hilde556,S,1953-04-18,,2,1,-304475355,-304475355,-304475355
-10000010259484,1S00EU7MT84,Corkery305,Micheal721,,1975-07-09,,1,1,-898134613,-898134613,-898134613
-10000010259481,1S00EU7MT81,Hermann103,Lael572,L,1942-07-08,,2,1,-288203844,-288203844,-288203844
-10000010259473,1S00EU7MT73,Cummerata161,Marcelo725,J,1955-02-19,,1,1,-403332039,-403332039,-403332039
-10000010259472,1S00EU7MT72,Abshire638,Blossom971,R,1957-06-23,,2,4,-252395392,-252395392,-252395392
-10000010259464,1S00EU7MT64,Kuhic920,Kerrie266,,1958-03-19,,2,1,-514093189,-514093189,-514093189
-10000010259460,1S00EU7MT60,Keeling57,Misty404,M,1940-06-30,,2,1,-15053811,-15053811,-15053811
-10000010259457,1S00EU7MT57,Regalado83,Micaela928,,2006-04-02,,2,5,-736746581,-736746581,-736746581
-10000010259456,1S00EU7MT56,Waters156,Loree183,A,1983-01-29,,2,1,-531669170,-531669170,-531669170
-10000010259450,1S00EU7MT50,Littel644,Brant303,N,1940-11-14,,1,1,-390498919,-390498919,-390498919
-10000010259444,1S00EU7MT44,Hartmann983,Pamela954,A,1946-11-16,,2,1,-6190134,-6190134,-6190134
-10000010259438,1S00EU7MT38,Kohler843,Tarah156,,1913-08-24,,2,1,-404607138,-404607138,-404607138
-10000010259434,1S00EU7MT34,Feest103,Victor265,,1982-03-02,,2,2,-359943245,-359943245,-359943245
-10000010259433,1S00EU7MT33,Pichardo350,Lourdes258,M,1980-02-24,,2,5,-393218823,-393218823,-393218823
-10000010259432,1S00EU7MT32,Wolff180,Brent147,S,1957-07-06,,1,1,-754985622,-754985622,-754985622
-10000010259431,1S00EU7MT31,Toy286,Gregory545,L,1958-10-05,,1,5,-228808428,-228808428,-228808428
-10000010259429,1S00EU7MT29,Mayert710,Janessa317,R,1960-09-22,,2,1,-519144897,-519144897,-519144897
-10000010259428,1S00EU7MT28,Boehm581,Loura465,,1947-04-02,,2,1,-997584672,-997584672,-997584672
-10000010259427,1S00EU7MT27,Cole117,Gaston250,D,1945-09-06,,1,2,-551839498,-551839498,-551839498
-10000010259421,1S00EU7MT21,Brown30,Alonso270,R,1955-09-17,,1,1,-802573955,-802573955,-802573955
-10000010259416,1S00EU7MT16,Homenick806,Elfrieda676,H,1965-11-04,,2,1,-515549999,-515549999,-515549999
-10000010259415,1S00EU7MT15,Laureano185,Arturo47,D,1958-09-02,,1,5,-280397599,-280397599,-280397599
-10000010259405,1S00EU7MT05,Weissnat378,Lesha323,,1980-04-20,,2,1,-687615265,-687615265,-687615265
-10000010259404,1S00EU7MT04,Jakubowski832,Bertram873,C,1953-10-20,,1,1,-76785091,-76785091,-76785091
-10000010259402,1S00EU7MT02,Olivas524,María Elena653,S,1960-08-13,,2,5,-949913979,-949913979,-949913979
-10000010259401,1S00EU7MT01,Suárez24,Ignacio928,J,1951-09-26,,1,5,-775290307,-775290307,-775290307
-10000010259399,1S00EU7MR99,Stroman228,Evelia928,S,1975-01-25,,2,4,-822972636,-822972636,-822972636
-10000010259398,1S00EU7MR98,Sevilla788,Cristian531,,1954-10-02,,1,5,-141261699,-141261699,-141261699
-10000010259396,1S00EU7MR96,Lesch175,Rudolf736,B,1939-03-10,,1,1,-32375874,-32375874,-32375874
-10000010259395,1S00EU7MR95,Rohan584,Oswaldo857,,1953-09-11,,1,1,-384214003,-384214003,-384214003
-10000010259389,1S00EU7MR89,Delrío329,Alejandra902,,1946-01-26,,2,5,-360643433,-360643433,-360643433
-10000010259388,1S00EU7MR88,Moore224,Merilyn246,G,1951-09-23,,2,2,-583727993,-583727993,-583727993
-10000010259383,1S00EU7MR83,Moore224,Jaclyn627,J,1954-05-14,,2,1,-390654928,-390654928,-390654928
-10000010259379,1S00EU7MR79,Schuppe920,Teresita257,A,1947-01-24,,2,4,-624624294,-624624294,-624624294
-10000010259376,1S00EU7MR76,Renner328,Silas208,,1961-07-13,,1,1,-419791537,-419791537,-419791537
-10000010259371,1S00EU7MR71,Ledner144,Daphine453,S,1928-01-16,,2,5,-159973555,-159973555,-159973555
-10000010259369,1S00EU7MR69,Gleichner915,Gwen761,D,1915-06-13,,2,1,-215488386,-215488386,-215488386
-10000010259365,1S00EU7MR65,Hoeger474,Tawna357,M,1942-05-23,,2,1,-774523508,-774523508,-774523508
-10000010259364,1S00EU7MR64,Bogan287,Williams176,Q,1957-06-09,,1,1,-478247305,-478247305,-478247305
-10000010259363,1S00EU7MR63,Collins926,Shad704,R,1959-04-07,,1,1,-244201734,-244201734,-244201734
-10000010259361,1S00EU7MR61,Pollich983,Lacy523,,1939-03-25,,1,1,-513442542,-513442542,-513442542
-10000010259359,1S00EU7MR59,Ullrich385,Stewart672,J,1949-10-12,,1,1,-557873190,-557873190,-557873190
-10000010259348,1S00EU7MR48,Reichert620,Nicola388,K,1988-07-27,,2,1,-710867945,-710867945,-710867945
-10000010259345,1S00EU7MR45,VonRueden376,Marquis364,,1972-06-11,,1,1,-185209842,-185209842,-185209842
-10000010259339,1S00EU7MR39,Bosco882,Carolyn322,P,1958-05-02,,2,2,-88672643,-88672643,-88672643
-10000010259338,1S00EU7MR38,Gaylord332,Raphael767,B,1977-07-19,,1,5,-461541923,-461541923,-461541923
-10000010259337,1S00EU7MR37,Rosenbaum794,Rosenda12,,1959-06-23,,2,1,-806415826,-806415826,-806415826
-10000010259335,1S00EU7MR35,Hansen121,Reuben327,,1946-02-08,,1,2,-240313991,-240313991,-240313991
-10000010259333,1S00EU7MR33,Lebsack687,Mica978,,1984-06-21,,2,1,-718242416,-718242416,-718242416
-10000010259332,1S00EU7MR32,Leffler128,Hobert364,T,1958-06-01,,1,5,-550832827,-550832827,-550832827
-10000010259331,1S00EU7MR31,Rolfson709,Larry532,E,2003-01-13,,1,1,-984963395,-984963395,-984963395
-10000010259324,1S00EU7MR24,Dach178,Rusty501,G,1949-04-03,,1,5,-712320444,-712320444,-712320444
-10000010259316,1S00EU7MR16,West559,Diane211,S,1940-12-06,,2,2,-533874070,-533874070,-533874070
-10000010259310,1S00EU7MR10,Leannon79,Alphonso102,D,1965-09-04,,1,1,-404199531,-404199531,-404199531
-10000010259307,1S00EU7MR07,Mraz590,Dalton260,,1914-07-20,,1,2,-889313559,-889313559,-889313559
-10000010259298,1S00EU7MQ98,Marks830,Brain142,H,1957-03-09,,1,1,-87603343,-87603343,-87603343
-10000010259297,1S00EU7MQ97,West559,Siobhan540,,1994-02-28,,2,1,-263923868,-263923868,-263923868
-10000010259296,1S00EU7MQ96,Cano735,Timoteo39,L,1947-06-28,,1,5,-21968907,-21968907,-21968907
-10000010259289,1S00EU7MQ89,Roldán470,Clemente531,,1928-07-25,,1,5,-416219058,-416219058,-416219058
-10000010259285,1S00EU7MQ85,Batz141,King743,J,1960-01-04,,1,1,-313398343,-313398343,-313398343
-10000010259281,1S00EU7MQ81,Block661,George991,,1951-10-29,,1,2,-700679847,-700679847,-700679847
-10000010259275,1S00EU7MQ75,Tello902,Ricardo560,L,1954-06-27,,1,5,-172550558,-172550558,-172550558
-10000010259270,1S00EU7MQ70,Larkin917,Teena223,D,2009-11-20,,2,5,-766219935,-766219935,-766219935
-10000010259269,1S00EU7MQ69,Bailey598,Tracey100,R,1948-05-25,,1,2,-153490666,-153490666,-153490666
-10000010259264,1S00EU7MQ64,Nienow652,Noah480,K,1950-10-20,,1,1,-1327094,-1327094,-1327094
-10000010259262,1S00EU7MQ62,Jones311,Haywood675,B,1942-06-02,,1,1,-715282839,-715282839,-715282839
-10000010259260,1S00EU7MQ60,Feest103,Aurora248,Y,1991-10-06,,2,1,-763524474,-763524474,-763524474
-10000010259259,1S00EU7MQ59,Durgan499,Avril120,V,1941-08-29,,2,1,-542504261,-542504261,-542504261
-10000010259258,1S00EU7MQ58,Murray856,Natacha644,K,1998-09-30,,2,1,-517988631,-517988631,-517988631
-10000010259255,1S00EU7MQ55,Torp761,Clayton230,C,1943-11-17,,1,1,-131348625,-131348625,-131348625
-10000010259249,1S00EU7MQ49,Ortiz186,Alva958,M,1994-10-08,,2,2,-84014641,-84014641,-84014641
-10000010259247,1S00EU7MQ47,Brown30,Herbert830,M,1991-05-03,,1,2,-342293522,-342293522,-342293522
-10000010259246,1S00EU7MQ46,Jerde200,Rick943,J,1939-06-13,,1,2,-535949368,-535949368,-535949368
-10000010259244,1S00EU7MQ44,Mante251,Rey54,O,1967-05-10,,1,1,-845269555,-845269555,-845269555
-10000010259241,1S00EU7MQ41,Pfannerstill264,Gia583,K,1949-09-08,,2,5,-974259653,-974259653,-974259653
-10000010259232,1S00EU7MQ32,Schmitt836,Luvenia178,L,1967-12-03,,2,1,-191748423,-191748423,-191748423
-10000010259231,1S00EU7MQ31,Kozey370,Gale827,C,1958-04-15,,1,5,-573108331,-573108331,-573108331
-10000010259230,1S00EU7MQ30,Williamson769,Courtney281,,1963-07-31,,1,2,-221202287,-221202287,-221202287
-10000010259226,1S00EU7MQ26,Gibson10,Errol226,O,1955-11-24,,1,1,-623343673,-623343673,-623343673
-10000010259225,1S00EU7MQ25,Frami345,Dwight645,G,1917-04-06,,1,1,-606825278,-606825278,-606825278
-10000010259214,1S00EU7MQ14,Leal292,Ramona980,,1951-11-28,,2,5,-646009495,-646009495,-646009495
-10000010259212,1S00EU7MQ12,Brown30,Jerrie417,T,1967-07-11,,2,1,-26540354,-26540354,-26540354
-10000010259209,1S00EU7MQ09,Funk324,Norman647,R,1953-10-09,,1,5,-811057568,-811057568,-811057568
-10000010259203,1S00EU7MQ03,Leffler128,Cesar434,A,1967-11-11,,1,3,-161145578,-161145578,-161145578
-10000010259198,1S00EU7MP98,Kunze215,Sterling124,A,1955-06-18,,1,1,-175964114,-175964114,-175964114
-10000010259197,1S00EU7MP97,Carter549,Simone657,P,1952-08-15,,2,1,-34380167,-34380167,-34380167
-10000010259194,1S00EU7MP94,Skiles927,Hong136,H,1950-02-23,,1,1,-416561163,-416561163,-416561163
-10000010259192,1S00EU7MP92,Bartoletti50,Paulene52,T,1960-10-18,,2,1,-844499388,-844499388,-844499388
-10000010259191,1S00EU7MP91,McLaughlin530,Annika454,F,1964-08-17,,2,1,-67932240,-67932240,-67932240
-10000010259189,1S00EU7MP89,Wehner319,Anitra287,M,1943-01-13,,2,1,-298864350,-298864350,-298864350
-10000010259186,1S00EU7MP86,Langosh790,Gabriela205,T,1934-12-06,,2,1,-576916282,-576916282,-576916282
-10000010259180,1S00EU7MP80,Hahn503,Ruthie901,T,1944-03-28,,2,1,-328278198,-328278198,-328278198
-10000010259179,1S00EU7MP79,Pollich983,Anika194,A,1993-02-28,,2,1,-462424168,-462424168,-462424168
-10000010259177,1S00EU7MP77,Schulist381,Milo271,B,1964-06-18,,1,1,-970628456,-970628456,-970628456
-10000010259169,1S00EU7MP69,Kozey370,Ming325,F,1963-03-24,,2,1,-614937629,-614937629,-614937629
-10000010259162,1S00EU7MP62,Hansen121,Reatha769,A,1941-01-06,,2,2,-77277806,-77277806,-77277806
-10000010259161,1S00EU7MP61,Stoltenberg489,Lamont867,,1979-09-06,,1,1,-346509348,-346509348,-346509348
-10000010259158,1S00EU7MP58,Strosin214,Doug189,,1940-06-03,,1,5,-547425382,-547425382,-547425382
-10000010259153,1S00EU7MP53,Littel644,Benito209,T,1952-06-27,,1,2,-202540519,-202540519,-202540519
-10000010259145,1S00EU7MP45,Turcotte120,Keiko299,N,1916-11-16,,2,1,-126589290,-126589290,-126589290
-10000010259131,1S00EU7MP31,Bins636,Bert917,S,1955-04-12,,1,1,-43526889,-43526889,-43526889
-10000010259129,1S00EU7MP29,Schaden604,Orville751,C,1959-09-03,,1,1,-632619378,-632619378,-632619378
-10000010259125,1S00EU7MP25,Considine820,Robin66,,1950-10-14,,2,5,-948177807,-948177807,-948177807
-10000010259121,1S00EU7MP21,Rolfson709,Sammy219,A,1962-06-17,,1,1,-458551703,-458551703,-458551703
-10000010259120,1S00EU7MP20,Meléndez48,Elsa29,C,1925-11-05,,2,5,-341814726,-341814726,-341814726
-10000010259115,1S00EU7MP15,Hamill307,Hollie21,L,1995-05-23,,2,2,-950872176,-950872176,-950872176
-10000010259103,1S00EU7MP03,Keebler762,Murray856,D,2016-05-17,,1,1,-822395846,-822395846,-822395846
-10000010259102,1S00EU7MP02,Anderson154,Kimi714,L,1991-07-07,,2,1,-729831797,-729831797,-729831797
-10000010259100,1S00EU7MP00,Nienow652,Jeffery551,B,1941-04-12,,1,1,-215276848,-215276848,-215276848
-10000010259097,1S00EU7MN97,Swaniawski813,Laquita685,G,1940-10-21,,2,1,-455118151,-455118151,-455118151
-10000010259091,1S00EU7MN91,Bauch723,Buck819,K,1957-06-05,,1,2,-887809215,-887809215,-887809215
-10000010259086,1S00EU7MN86,Olivas524,Juana825,C,1952-03-21,,2,5,-72441390,-72441390,-72441390
-10000010259082,1S00EU7MN82,Koepp521,Maryann106,K,1956-05-29,,2,2,-473333845,-473333845,-473333845
-10000010259072,1S00EU7MN72,Arevalo970,Elisa944,,1959-04-20,,2,5,-701005652,-701005652,-701005652
-10000010259059,1S00EU7MN59,Kuvalis369,Nada112,E,1945-12-31,,2,5,-497690521,-497690521,-497690521
-10000010259056,1S00EU7MN56,Beer512,Kacie297,D,1913-09-29,,2,1,-457823616,-457823616,-457823616
-10000010259048,1S00EU7MN48,Padilla483,Blanca837,E,1961-10-30,,2,5,-927847602,-927847602,-927847602
-10000010259046,1S00EU7MN46,Effertz744,Sherryl893,,1974-10-09,,2,1,-435345541,-435345541,-435345541
-10000010259045,1S00EU7MN45,Schoen8,Gregorio366,S,1945-01-22,,1,3,-791820181,-791820181,-791820181
-10000010259044,1S00EU7MN44,Sawayn19,Vincent299,W,1954-06-03,,1,5,-487591583,-487591583,-487591583
-10000010259040,1S00EU7MN40,Mante251,Jacquelynn434,C,1951-12-12,,2,1,-485698841,-485698841,-485698841
-10000010259039,1S00EU7MN39,Lehner980,Lanny564,D,1947-08-26,,1,1,-551914922,-551914922,-551914922
-10000010259036,1S00EU7MN36,Strosin214,Lecia978,,1968-09-17,,2,1,-810596311,-810596311,-810596311
-10000010259035,1S00EU7MN35,Johnson679,Korey682,C,1969-02-01,,1,4,-214042875,-214042875,-214042875
-10000010259031,1S00EU7MN31,Benavídez820,Eloisa55,I,1951-08-25,,2,5,-697930902,-697930902,-697930902
-10000010259029,1S00EU7MN29,Grady603,Jonelle857,T,1958-06-26,,2,5,-251591735,-251591735,-251591735
-10000010259015,1S00EU7MN15,Nienow652,Shawanna357,C,1959-03-01,,2,1,-210679674,-210679674,-210679674
-10000010259014,1S00EU7MN14,O'Reilly797,Willow678,C,1967-05-28,,2,1,-713221973,-713221973,-713221973
-10000010259013,1S00EU7MN13,Ratke343,Mertie42,M,1939-05-18,,2,5,-248635513,-248635513,-248635513
-10000010259012,1S00EU7MN12,Von197,Jasper743,J,1948-03-30,,1,1,-758969598,-758969598,-758969598
-10000010259010,1S00EU7MN10,Barton704,Chanda935,A,1958-09-10,,2,1,-91470648,-91470648,-91470648
-10000010259009,1S00EU7MN09,Jones311,Ivelisse712,L,1943-05-08,,2,1,-57931725,-57931725,-57931725
-10000010259004,1S00EU7MN04,Turner526,Mohammed454,W,1965-02-17,,1,5,-716591123,-716591123,-716591123
-10000010259003,1S00EU7MN03,Jast432,China583,M,1972-01-27,,2,1,-795832050,-795832050,-795832050
-10000010258993,1S00EU7MM93,Grant908,Eugene421,H,2004-01-20,,1,1,-833405974,-833405974,-833405974
-10000010258988,1S00EU7MM88,Volkman526,Ling534,I,1947-03-26,,2,1,-893143760,-893143760,-893143760
-10000010258986,1S00EU7MM86,Alba338,Francisca486,A,1923-07-10,,2,5,-302123441,-302123441,-302123441
-10000010258985,1S00EU7MM85,Wilderman619,Bobby524,M,1963-05-24,,1,5,-294405898,-294405898,-294405898
-10000010258981,1S00EU7MM81,Waters156,Pilar644,K,1952-03-16,,2,1,-646682442,-646682442,-646682442
-10000010258972,1S00EU7MM72,Medhurst46,Zola306,I,1951-10-03,,2,4,-792092472,-792092472,-792092472
-10000010258971,1S00EU7MM71,Labadie908,Jerald662,A,1944-08-16,,1,5,-398324962,-398324962,-398324962
-10000010258968,1S00EU7MM68,West559,Harriette8,,1940-04-04,,2,1,-783394494,-783394494,-783394494
-10000010258966,1S00EU7MM66,Lara964,Barbara209,C,1960-11-08,,2,5,-237634829,-237634829,-237634829
-10000010258963,1S00EU7MM63,Cisneros174,Francisca486,L,1960-04-08,,2,5,-234611418,-234611418,-234611418
-10000010258962,1S00EU7MM62,Botsford977,Tereasa291,,1946-11-22,,2,5,-629890987,-629890987,-629890987
-10000010258961,1S00EU7MM61,Hahn503,Angelo118,T,2020-10-22,,1,1,-399588395,-399588395,-399588395
-10000010258959,1S00EU7MM59,Goodwin327,Stacey209,C,1960-02-26,,2,1,-398384905,-398384905,-398384905
-10000010258957,1S00EU7MM57,Runte676,Wilburn655,T,1961-10-24,,1,1,-750795298,-750795298,-750795298
-10000010258955,1S00EU7MM55,Murphy561,Paul232,G,1956-03-02,,1,1,-624390993,-624390993,-624390993
