BENE_ID,BENE_MBI_ID,BENE_LAST_NAME,BENE_1ST_NAME,BENE_MIDL_NAME,BENE_BRTH_DT,BENE_SEX_CD,BENE_RACE_CD,BENE_SK,BENE_XREF_SK,BENE_XREF_EFCTV_SK,IDR_TRANS_EFCTV_TS,IDR_INSRT_TS,IDR_UPDT_TS,IDR_TRANS_OBSLT_TS,CNTCT_LANG_CD,IDR_LTST_TRANS_FLG,BENE_LINE_1_ADR,BENE_LINE_2_ADR,BENE_LINE_3_ADR,BENE_LINE_4_ADR,BENE_LINE_5_ADR,BENE_LINE_6_ADR,GEO_ZIP_PLC_NAME,GEO_ZIP5_CD,GEO_USPS_STATE_CD,BENE_DEATH_DT,BENE_VRFY_DEATH_DAY_SW,BENE_SSN_NUM
-10000010263743,1S00EU7PW43,Bashirian201,Darron84,J,1955-08-17,1,1,-136243627,-136243627,-136243627,2019-09-17 18:42:24.593587,2021-05-14 21:46:30.089627,2024-12-11 06:00:13.423484,9999-12-31T00:00:00.000000,ENG,Y,3728 Broadway,Avenue J,,,,,Galveston,77550,TX,,,990139130
-10000010263741,3ZV5WY0KE46,D'Amore443,Liza900,R,2012-10-03,2,1,-904680281,-904680281,-904680281,2022-12-20 10:29:01.048598,2025-03-08 09:22:07.519448,2025-09-17 03:54:36.475402,2019-12-15T00:00:00.000000,~,N,1970 S University Blvd,,,,,,Mobile,36609,AL,,,933795685
-10000010263741,1S00EU7PW41,D'Amore443,Liza900,R,2012-10-03,2,1,-904680281,-904680281,-904680281,2024-10-17 01:20:53.764870,2025-01-20 05:36:44.422376,2025-12-02 02:08:08.658780,9999-12-31T00:00:00.000000,~,Y,1970 S University Blvd,,,,,,Mobile,36609,AL,,,909477469
-10000010263735,1S00EU7PW35,Harris789,Demarcus108,J,1950-07-08,1,1,-518149586,-518149586,-518149586,2017-10-26 07:56:44.577118,2024-07-11 04:51:36.307452,2024-12-28 22:56:23.198623,9999-12-31T00:00:00.000000,~,Y,3728 Broadway,Avenue J,,,,,Galveston,77550,TX,,,948530592
-10000010263730,1S00EU7PW30,Lind531,Dottie687,A,1960-06-03,2,1,-387864689,-387864689,-387864689,2020-07-26 14:31:53.419514,2023-03-21 04:47:00.068537,2023-08-08 08:59:54.877514,9999-12-31T00:00:00.000000,ENG,Y,1970 S University Blvd,,,,,,Mobile,36609,AL,,,986129064
-10000010263727,1S00EU7PW27,Ziemann98,Grover559,V,1963-08-17,1,1,-332353108,-332353108,-332353108,2024-07-10 15:36:23.971654,2025-06-15 03:41:02.433388,2026-01-04 00:05:20.056326,9999-12-31T00:00:00.000000,ENG,Y,777 Brockton Avenue,,,,,,Abington,02351,MA,,,942288847
-10000010263721,1S00EU7PW21,Mitchell808,Carrie738,M,1955-02-08,2,2,-508396419,-508396419,-508396419,2024-07-03 17:50:00.214659,2025-03-18 07:55:05.937896,2025-07-14 23:42:59.437145,9999-12-31T00:00:00.000000,SPA,Y,1970 S University Blvd,,,,,,Mobile,36609,AL,,,983973462
-10000010263720,7O24R03RM17,Kilback373,Jeanne553,L,1963-06-01,2,2,-968398377,-968398377,-968398377,2020-03-01 18:32:47.488150,2020-12-28 13:14:18.943350,2022-04-25 13:03:51.364517,2020-04-11T00:00:00.000000,SPA,N,14152 ND-27,,,,,,Lisbon,58054,ND,2025-06-11,Y,964290484
-10000010263720,1S00EU7PW20,Kilback373,Jeanne553,L,1963-06-01,2,2,-968398377,-968398377,-968398377,2021-07-04 11:32:29.591815,2022-01-17 02:37:36.621252,2025-06-15 23:42:24.572450,9999-12-31T00:00:00.000000,SPA,Y,14152 ND-27,,,,,,Lisbon,58054,ND,2025-06-11,Y,963837454
-10000010263715,9Z59GH0EJ43,Kautzer186,Archie818,Chilli,1977-02-01,1,1,-819376163,-819376163,-819376163,2025-08-01 22:29:48.576333,2026-01-03 01:48:20.278701,2026-01-04 07:17:18.972294,2019-05-18T00:00:00.000000,ENG,N,14152 ND-27,,,,,,Lisbon,58054,ND,,,903424747
-10000010263715,4I57YV2GM94,Kautzer186,Archie818,Chilli,1977-02-01,1,1,-819376163,-819376163,-819376163,2021-08-01 15:52:41.292332,2025-06-22 05:58:02.434196,2025-08-03 20:11:39.014398,2019-06-05T00:00:00.000000,ENG,N,14152 ND-27,,,,,,Lisbon,58054,ND,,,927569550
-10000010263715,1S00EU7PW15,Kautzer186,Archie818,Chilli,1977-02-01,1,1,-819376163,-819376163,-819376163,2022-10-26 02:52:50.837550,2024-07-04 09:33:15.963535,2024-10-27 22:22:43.331832,9999-12-31T00:00:00.000000,ENG,Y,14152 ND-27,,,,,,Lisbon,58054,ND,,,916938472
-10000010263707,4ZK1G53RP52,Tillman293,Garnet389,,2018-01-17,2,1,-787002552,-787002552,-787002552,2020-01-20 22:41:15.317565,2024-06-24 22:30:23.486811,2026-01-23 05:26:10.253388,2020-03-09T00:00:00.000000,~,N,777 Brockton Avenue,,,,,,Abington,02351,MA,,,930046080
-10000010263707,1S00EU7PW07,Tillman293,Garnet389,,2018-01-17,2,1,-787002552,-787002552,-787002552,2020-10-28 14:57:35.248532,2025-05-23 19:36:56.889407,2025-07-04 04:39:00.885780,9999-12-31T00:00:00.000000,~,Y,777 Brockton Avenue,,,,,,Abington,02351,MA,,,968687191
-10000010263698,1S00EU7PV98,Runolfsson901,Franklyn361,Joey,1938-08-22,1,1,-714082608,-714082608,-714082608,2021-06-09 08:40:52.157592,2023-12-07 04:30:22.646290,2025-04-14 14:18:47.965999,9999-12-31T00:00:00.000000,SPA,Y,1970 S University Blvd,,,,,,Mobile,36609,AL,,,946942406
-10000010263697,1S00EU7PV97,Batz141,Moses679,D,1955-06-01,1,1,-219947116,-219947116,-219947116,2023-08-22 19:27:38.866741,2025-09-05 06:35:23.012218,2025-12-09 21:11:09.834864,9999-12-31T00:00:00.000000,SPA,Y,14152 ND-27,,,,,,Lisbon,58054,ND,2025-08-15,Y,910473094
-10000010263696,1S00EU7PV96,O'Hara248,Dede50,D,1973-07-24,2,1,-277536568,-277536568,-277536568,2023-08-19 23:54:02.746855,2024-09-25 18:33:21.654751,2024-12-23 03:07:38.083930,9999-12-31T00:00:00.000000,ENG,Y,2904 61st,,,,,,Galveston,77551,TX,,,925021875
-10000010263691,1S00EU7PV91,Grimes165,Rutha66,S,1959-09-30,2,1,-387042778,-387042778,-387042778,2017-05-21 16:45:52.590647,2025-06-27 06:26:19.195422,2025-10-07 10:42:54.803104,9999-12-31T00:00:00.000000,ENG,Y,777 Brockton Avenue,,,,,,Abington,02351,MA,,,909877920
-10000010263690,1S00EU7PV90,Parisian75,Josefa6,G,1959-07-20,2,1,-74106205,-74106205,-74106205,2017-10-12 05:21:24.813959,2023-11-11 16:20:21.080307,2024-08-20 13:52:03.142056,9999-12-31T00:00:00.000000,~,Y,1970 S University Blvd,,,,,,Mobile,36609,AL,,,995449889
-10000010263682,1S00EU7PV82,Schultz619,Kasi212,A,1952-01-13,2,1,-903993638,-903993638,-903993638,2024-08-08 10:33:13.998389,2024-08-31 12:23:35.039440,2025-03-08 13:59:10.186659,9999-12-31T00:00:00.000000,~,Y,1970 S University Blvd,,,,,,Mobile,36609,AL,,,913247346
-10000010263681,1S00EU7PV81,Grimes165,Marin763,Snuffleupagus,1977-08-23,2,1,-553223590,-553223590,-553223590,2025-10-31 16:16:18.965479,2025-12-24 23:26:30.453540,2026-01-12 06:17:45.316597,9999-12-31T00:00:00.000000,~,Y,2904 61st,,,,,,Galveston,77551,TX,2022-01-21,Y,912943165
-10000010263673,1S00EU7PV73,Quigley282,Kaylene27,Z,1957-05-13,2,1,-798231829,-798231829,-798231829,2022-08-19 01:29:10.337162,2024-09-13 20:51:10.045259,2024-09-22 04:57:14.658404,9999-12-31T00:00:00.000000,~,Y,3728 Broadway,Avenue J,,,,,Galveston,77550,TX,,,938326830
-10000010263672,2ZQ3NR5DC72,Moore224,Shanelle862,V,1967-11-14,2,1,-454953020,-454953020,-454953020,2018-08-10 18:32:42.362226,2020-03-26 03:10:24.375018,2025-09-24 00:15:29.195830,2022-11-30T00:00:00.000000,SPA,N,14152 ND-27,,,,,,Lisbon,58054,ND,,,925100210
-10000010263672,1S00EU7PV72,Moore224,Shanelle862,V,1967-11-14,2,1,-454953020,-454953020,-454953020,2019-12-08 01:39:27.339726,2021-08-14 08:36:57.369309,2025-03-17 18:00:53.099896,9999-12-31T00:00:00.000000,SPA,Y,14152 ND-27,,,,,,Lisbon,58054,ND,,,966003923
-10000010263671,1S00EU7PV71,Jast432,Lucio648,,1955-04-14,1,1,-903039398,-903039398,-903039398,2023-04-24 01:55:01.333041,2024-10-29 17:37:36.874350,2025-01-23 08:24:19.461367,9999-12-31T00:00:00.000000,SPA,Y,777 Brockton Avenue,,,,,,Abington,02351,MA,,,959970565
-10000010263669,1S00EU7PV69,Wisozk929,Leota851,B,1928-02-21,2,5,-230446754,-230446754,-230446754,2024-06-27 05:08:00.902366,2024-09-11 11:28:39.083920,2025-11-23 12:04:24.345187,9999-12-31T00:00:00.000000,SPA,Y,14152 ND-27,,,,,,Lisbon,58054,ND,,,975834301
-10000010263667,1S00EU7PV67,Robel940,Rocky100,T,1922-07-19,1,1,-780915758,-893832717,-893832717,2024-02-13 18:57:57.482347,2025-03-21 05:02:15.773526,2025-06-15 21:11:46.094357,2025-10-31T00:00:00.000000,SPA,Y,14152 ND-27,,,,,,Lisbon,58054,ND,,,977195763
-10000010263667,1S00EU7PV67,Robel940,Rocky100,T,1922-07-19,1,1,-893832717,-893832717,-893832717,2024-02-02 23:25:01.105330,2025-07-23 17:56:43.075618,2025-11-29 07:02:51.165440,9999-12-31T00:00:00.000000,SPA,Y,14152 ND-27,,,,,,Lisbon,58054,ND,,,901039131
-10000010263666,1S00EU7PV66,Gaitán874,Ignacio928,P,1972-02-09,1,5,-89492782,-89492782,-89492782,2022-04-09 19:20:49.513493,2025-09-05 08:23:58.996814,2026-01-15 22:55:33.420170,9999-12-31T00:00:00.000000,~,Y,777 Brockton Avenue,,,,,,Abington,02351,MA,,,997994017
-10000010263661,1O33DM8AD93,Klocko335,Lon587,A,2002-06-09,1,2,-840438731,-840438731,-840438731,2018-04-07 20:31:57.043656,2026-01-07 19:28:12.553746,2026-01-24 21:18:24.145534,2020-04-17T00:00:00.000000,~,N,3728 Broadway,Avenue J,,,,,Galveston,77550,TX,,,961430374
-10000010263661,1S00EU7PV61,Klocko335,Lon587,A,2002-06-09,1,2,-840438731,-840438731,-840438731,2023-03-15 21:02:06.166688,2025-02-23 03:45:28.855805,2025-09-30 04:33:21.664932,9999-12-31T00:00:00.000000,~,Y,3728 Broadway,Avenue J,,,,,Galveston,77550,TX,,,900386394
-10000010263657,1S00EU7PV57,Olson653,Hubert238,S,1983-12-19,1,1,-36815313,-36815313,-36815313,2018-08-05 23:44:04.835498,2024-08-10 14:15:25.304275,2026-01-15 05:05:57.920353,9999-12-31T00:00:00.000000,ENG,Y,14152 ND-27,,,,,,Lisbon,58054,ND,2023-02-16,N,966563131
-10000010263652,5I87WQ1FF84,Goodwin327,Tobi258,M,1958-11-22,2,1,-421532811,-421532811,-421532811,2024-10-30 18:15:10.019705,2025-08-17 10:31:52.660608,2026-01-24 10:38:01.433402,2021-12-19T00:00:00.000000,ENG,N,3728 Broadway,Avenue J,,,,,Galveston,77550,TX,,,955077332
-10000010263652,1S00EU7PV52,Goodwin327,Tobi258,M,1958-11-22,2,1,-421532811,-421532811,-421532811,2019-12-30 09:19:07.885116,2025-05-05 10:10:10.460806,2025-06-14 00:25:13.371840,9999-12-31T00:00:00.000000,ENG,Y,3728 Broadway,Avenue J,,,,,Galveston,77550,TX,,,923072859
-10000010263651,1S00EU7PV51,O'Conner199,Launa267,,1945-02-21,2,1,-428167609,-428167609,-428167609,2017-12-04 01:25:43.153055,2019-05-05 11:46:13.129323,2023-11-13 07:01:12.161289,9999-12-31T00:00:00.000000,ENG,Y,3728 Broadway,Avenue J,,,,,Galveston,77550,TX,,,916907615
-10000010263644,1S00EU7PV44,Corkery305,Brent147,M,2013-12-06,1,1,-311647574,-311647574,-311647574,2025-01-31 05:40:58.743145,2025-05-14 14:50:39.343071,2025-11-17 06:18:53.757218,9999-12-31T00:00:00.000000,~,Y,1970 S University Blvd,,,,,,Mobile,36609,AL,,,943381290
-10000010263643,1S00EU7PV43,Lemke654,Margy712,Bandit,1972-08-16,2,1,-614238621,-614238621,-614238621,2018-05-19 11:19:08.371068,2024-07-21 13:39:45.691931,2025-03-31 08:14:54.794399,9999-12-31T00:00:00.000000,~,Y,2904 61st,,,,,,Galveston,77551,TX,,,981274342
-10000010263638,1S00EU7PV38,Langosh790,Consuelo468,E,2017-12-28,2,1,-864263946,-864263946,-864263946,2019-08-18 21:27:55.876036,2023-09-17 14:55:19.653315,2025-07-22 13:56:12.993870,9999-12-31T00:00:00.000000,~,Y,1970 S University Blvd,,,,,,Mobile,36609,AL,,,952545733
-10000010263636,5OQ6N92MG13,Fahey393,Ellis535,A,1960-07-13,1,1,-348491609,-348491609,-348491609,2025-03-11 16:57:05.128713,2026-01-03 10:10:39.833719,2026-01-13 16:40:14.442407,2019-10-04T00:00:00.000000,~,N,777 Brockton Avenue,,,,,,Abington,02351,MA,,,921481899
-10000010263636,6BA8D74VJ79,Fahey393,Ellis535,A,1960-07-13,1,1,-348491609,-348491609,-348491609,2025-11-30 21:12:00.270142,2026-01-12 06:59:38.793820,2026-01-20 18:22:53.270248,2021-10-18T00:00:00.000000,~,N,777 Brockton Avenue,,,,,,Abington,02351,MA,,,937828803
-10000010263636,1ZT7VR2CR70,Fahey393,Ellis535,A,1960-07-13,1,1,-348491609,-348491609,-348491609,2025-06-16 19:27:09.050160,2025-09-06 12:47:34.525520,2025-12-21 17:13:26.487249,2022-06-22T00:00:00.000000,~,N,777 Brockton Avenue,,,,,,Abington,02351,MA,,,915920636
-10000010263636,1S00EU7PV36,Fahey393,Ellis535,A,1960-07-13,1,1,-348491609,-348491609,-348491609,2019-12-25 21:05:31.990484,2022-09-24 23:58:23.627953,2024-05-27 23:40:09.320507,9999-12-31T00:00:00.000000,~,Y,777 Brockton Avenue,,,,,,Abington,02351,MA,,,946122723
-10000010263635,1S00EU7PV35,Kreiger457,Wally311,A,2011-03-20,1,1,-490320284,-490320284,-490320284,2023-11-05 18:51:50.671965,2025-06-26 03:33:40.086522,2025-10-21 06:25:00.940903,9999-12-31T00:00:00.000000,~,Y,14152 ND-27,,,,,,Lisbon,58054,ND,2024-12-29,N,958057333
-10000010263633,1S00EU7PV33,Jacobs452,Bert917,A,1918-07-22,1,1,-415367833,-415367833,-415367833,2021-12-14 22:21:15.278942,2025-09-03 02:05:14.858835,2025-10-30 16:54:15.098259,9999-12-31T00:00:00.000000,SPA,Y,1970 S University Blvd,,,,,,Mobile,36609,AL,,,956907416
-10000010263629,1S00EU7PV29,Gutkowski940,Rhett759,,1950-04-03,1,1,-991464402,-991464402,-991464402,2022-08-25 20:31:35.440144,2025-07-03 04:55:24.734267,2025-08-10 23:12:17.301963,9999-12-31T00:00:00.000000,SPA,Y,3728 Broadway,Avenue J,,,,,Galveston,77550,TX,,,919406316
-10000010263628,4LP7KX8KV67,Kris249,Brad867,,2004-05-24,1,1,-615558601,-615558601,-615558601,2023-08-04 07:19:43.206778,2023-09-27 08:56:22.983352,2024-12-18 23:31:18.259382,2020-08-13T00:00:00.000000,SPA,N,1970 S University Blvd,,,,,,Mobile,36609,AL,,,955868682
-10000010263628,1S00EU7PV28,Kris249,Brad867,,2004-05-24,1,1,-615558601,-615558601,-615558601,2019-10-26 15:35:44.694275,2023-02-23 13:52:51.104023,2025-07-23 11:32:55.010506,9999-12-31T00:00:00.000000,SPA,Y,1970 S University Blvd,,,,,,Mobile,36609,AL,,,924399777
-10000010263619,1S00EU7PV19,Cummerata161,Patricia625,Le Petit Prince,1960-03-06,2,1,-209435468,-209435468,-209435468,2025-04-16 16:41:39.023587,2025-08-28 05:15:02.687963,2025-08-29 06:36:16.876442,9999-12-31T00:00:00.000000,ENG,Y,2904 61st,,,,,,Galveston,77551,TX,,,927155903
-10000010263613,1S00EU7PV13,Schuppe920,Agustin437,V,1964-01-19,1,1,-241609781,-241609781,-241609781,2020-03-21 21:24:49.728133,2024-01-18 07:30:30.731940,2024-12-12 19:10:38.636428,9999-12-31T00:00:00.000000,ENG,Y,2904 61st,,,,,,Galveston,77551,TX,,,956332092
-10000010263609,1S00EU7PV09,Koelpin146,Verda448,D,1961-05-11,2,3,-83303463,-83303463,-83303463,2018-03-14 09:06:12.568539,2022-08-05 22:53:05.957233,2024-11-20 06:21:45.900232,9999-12-31T00:00:00.000000,~,Y,14152 ND-27,,,,,,Lisbon,58054,ND,2024-03-20,N,977678971
-10000010263603,1S00EU7PV03,Hauck852,Enoch803,H,1960-04-22,1,1,-121395147,-121395147,-121395147,2021-01-11 02:58:02.648141,2022-12-21 00:27:36.152143,2023-11-30 10:37:11.542985,9999-12-31T00:00:00.000000,~,Y,2904 61st,,,,,,Galveston,77551,TX,,,925052790
-10000010263600,1S00EU7PV00,Mitchell808,Joseph689,C,1967-11-28,2,1,-360529551,-360529551,-360529551,2018-07-31 21:09:45.493393,2023-07-26 00:08:14.484144,2024-05-22 06:24:43.176271,9999-12-31T00:00:00.000000,ENG,Y,777 Brockton Avenue,,,,,,Abington,02351,MA,,,977215589
-10000010263594,1S00EU7PU94,Rath779,Robert854,Joey,1947-09-27,1,1,-71655173,-71655173,-71655173,2017-08-30 11:27:14.898818,2017-09-05 13:39:35.631786,2017-12-05 17:53:09.527418,9999-12-31T00:00:00.000000,SPA,Y,1970 S University Blvd,,,,,,Mobile,36609,AL,,,000531039
-10000010263592,8L42J07QP27,Kulas532,Neely59,Bandit,1956-12-31,2,1,-954345797,-954345797,-954345797,2022-08-04 05:04:01.583082,2025-05-25 21:55:52.933354,2025-06-28 13:49:04.937082,2020-01-07T00:00:00.000000,~,N,3728 Broadway,Avenue J,,,,,Galveston,77550,TX,,,909922385
-10000010263592,1S00EU7PU92,Kulas532,Neely59,Bandit,1956-12-31,2,1,-954345797,-954345797,-954345797,2020-09-27 19:11:15.976012,2024-08-07 03:25:30.125012,2024-08-26 22:21:54.822489,9999-12-31T00:00:00.000000,~,Y,3728 Broadway,Avenue J,,,,,Galveston,77550,TX,,,938076397
-10000010263587,6LG9QR8UW35,Denesik803,Lewis216,D,2003-04-07,2,1,-443937684,-443937684,-443937684,2022-08-16 09:46:34.286871,2023-03-21 04:30:44.877418,2024-03-03 11:42:01.031157,2021-01-26T00:00:00.000000,ENG,N,777 Brockton Avenue,,,,,,Abington,02351,MA,,,978472039
-10000010263587,1S00EU7PU87,Denesik803,Lewis216,D,2003-04-07,2,1,-443937684,-443937684,-443937684,2020-10-18 05:01:21.920221,2024-01-09 18:44:19.929204,2024-07-29 20:33:13.570631,9999-12-31T00:00:00.000000,ENG,Y,777 Brockton Avenue,,,,,,Abington,02351,MA,,,957426628
-10000010263584,1S00EU7PU84,Mante251,Dalila583,T,1959-06-30,2,1,-216362397,-216362397,-216362397,2024-05-24 07:21:08.468971,2025-10-27 19:22:01.102108,2026-01-05 11:35:45.940059,9999-12-31T00:00:00.000000,ENG,Y,1970 S University Blvd,,,,,,Mobile,36609,AL,,,986454949
-10000010263583,1S00EU7PU83,Emard19,Gloria696,,1952-06-17,2,1,-227456517,-227456517,-227456517,2019-04-16 05:39:24.822817,2025-06-26 03:10:47.024130,2025-07-29 16:05:06.483063,9999-12-31T00:00:00.000000,~,Y,14152 ND-27,,,,,,Lisbon,58054,ND,,,923302897
-10000010263581,1S00EU7PU81,Considine820,Robbin22,G,1968-02-29,2,1,-258900365,-258900365,-258900365,2021-11-05 21:23:45.938483,2022-04-11 22:11:51.880826,2022-05-26 15:08:21.278049,9999-12-31T00:00:00.000000,~,Y,777 Brockton Avenue,,,,,,Abington,02351,MA,,,912450984
-10000010263571,1S00EU7PU71,Dach178,Reinaldo138,K,1999-06-08,1,1,-704417295,-704417295,-704417295,2017-09-22 13:04:19.839109,2025-05-15 01:07:49.007937,2025-12-19 11:23:30.711685,9999-12-31T00:00:00.000000,ENG,Y,3728 Broadway,Avenue J,,,,,Galveston,77550,TX,,,924078487
-10000010263570,1S00EU7PU70,Hyatt152,Frank378,T,1970-10-22,1,1,-880210013,-880210013,-880210013,2018-11-02 05:50:26.148422,2019-09-26 11:37:57.828718,2023-09-30 06:51:05.798652,9999-12-31T00:00:00.000000,SPA,Y,777 Brockton Avenue,,,,,,Abington,02351,MA,,,991695758
-10000010263563,1S00EU7PU63,Collier206,Suzann567,C,1955-12-22,2,1,-292623125,-292623125,-292623125,2023-08-04 10:16:31.508235,2024-12-05 22:31:54.419449,2025-04-25 23:42:01.898929,9999-12-31T00:00:00.000000,ENG,Y,14152 ND-27,,,,,,Lisbon,58054,ND,,,999836588
-10000010263562,2ZN0EU3FD50,Schmitt836,Gregg522,N,1951-02-11,1,1,-653542848,-653542848,-653542848,2022-02-12 00:07:40.953202,2024-04-23 05:04:36.801356,2024-08-08 18:03:13.146895,2021-05-12T00:00:00.000000,ENG,N,777 Brockton Avenue,,,,,,Abington,02351,MA,,,986898057
-10000010263562,1S00EU7PU62,Schmitt836,Gregg522,N,1951-02-11,1,1,-653542848,-653542848,-653542848,2023-02-11 17:19:16.799484,2023-05-17 20:12:42.950564,2024-05-24 07:27:22.809498,9999-12-31T00:00:00.000000,ENG,Y,777 Brockton Avenue,,,,,,Abington,02351,MA,,,934563969
-10000010263559,1S00EU7PU59,Huels583,Bruna504,L,1950-03-20,2,1,-472805760,-472805760,-472805760,2025-09-04 23:34:45.482525,2025-12-24 10:30:12.780944,2025-12-27 09:04:18.938131,9999-12-31T00:00:00.000000,ENG,Y,14152 ND-27,,,,,,Lisbon,58054,ND,,,953848180
-10000010263556,1S00EU7PU56,Stoltenberg489,Jin479,M,1951-03-13,2,4,-821670848,-821670848,-821670848,2023-01-26 01:17:47.964314,2025-03-15 19:21:32.795325,2025-03-24 00:53:50.087188,9999-12-31T00:00:00.000000,~,Y,1970 S University Blvd,,,,,,Mobile,36609,AL,,,983801628
-10000010263553,1S00EU7PU53,Carter549,Val761,H,1948-05-01,1,6,-610523945,-610523945,-610523945,2021-12-28 15:52:11.990714,2022-01-04 11:24:29.943477,2023-10-14 04:48:30.124932,9999-12-31T00:00:00.000000,~,Y,777 Brockton Avenue,,,,,,Abington,02351,MA,2024-06-29,N,983907827
-10000010263548,1S00EU7PU48,Vázquez552,Elsa29,E,1975-04-12,2,5,-566897317,-566897317,-566897317,2021-12-04 08:50:16.761896,2022-02-13 16:22:12.773461,2023-07-26 15:27:00.088990,9999-12-31T00:00:00.000000,~,Y,2904 61st,,,,,,Galveston,77551,TX,,,938952180
-10000010263546,1IU2DC1HV00,Legros616,Damien170,R,1964-06-24,1,1,-929761690,-929761690,-929761690,2025-05-11 04:53:27.803933,2025-06-27 00:03:01.520762,2025-10-11 15:28:24.765530,2021-08-21T00:00:00.000000,~,N,2904 61st,,,,,,Galveston,77551,TX,2023-02-24,Y,945555453
-10000010263546,5IE3FY0GH92,Legros616,Damien170,R,1964-06-24,1,1,-929761690,-929761690,-929761690,2024-10-24 22:19:19.339660,2025-10-27 23:08:34.608993,2026-01-17 05:02:27.094450,2022-12-15T00:00:00.000000,~,N,2904 61st,,,,,,Galveston,77551,TX,2023-02-24,Y,926585004
-10000010263546,1S00EU7PU46,Legros616,Damien170,R,1964-06-24,1,1,-929761690,-929761690,-929761690,2024-11-15 15:05:42.015924,2025-04-19 01:36:07.639263,2025-07-29 04:20:16.105153,9999-12-31T00:00:00.000000,~,Y,2904 61st,,,,,,Galveston,77551,TX,2023-02-24,Y,938871297
-10000010263545,1S00EU7PU45,Dickinson688,Noma845,,1940-08-19,2,1,-363282672,-363282672,-363282672,2017-11-28 12:13:51.628853,2023-07-29 09:52:04.982199,2024-09-10 01:07:20.811686,9999-12-31T00:00:00.000000,ENG,Y,14152 ND-27,,,,,,Lisbon,58054,ND,,,926419554
-10000010263542,1S00EU7PU42,Bogisich202,Martin117,E,1967-04-17,2,2,-137267358,-137267358,-137267358,2025-12-15 11:17:38.849400,2026-01-09 23:41:05.597636,2026-01-21 15:50:50.524171,9999-12-31T00:00:00.000000,SPA,Y,14152 ND-27,,,,,,Lisbon,58054,ND,,,984566468
-10000010263539,1S00EU7PU39,Jacobi462,Lowell343,F,1969-02-14,1,5,-454475616,-454475616,-454475616,2023-03-18 14:57:16.012733,2025-10-22 16:45:19.282152,2025-12-16 14:33:09.796929,9999-12-31T00:00:00.000000,ENG,Y,2904 61st,,,,,,Galveston,77551,TX,,,945305930
-10000010263536,1S00EU7PU36,Muller251,Peter292,V,1964-01-23,2,2,-124451940,-124451940,-124451940,2020-10-03 05:12:37.873410,2025-09-11 11:45:07.119449,2025-12-20 09:10:43.175158,9999-12-31T00:00:00.000000,~,Y,14152 ND-27,,,,,,Lisbon,58054,ND,,,931212576
-10000010263532,2LP2KM6CH85,Nicolas769,Vannesa928,R,1965-04-12,2,5,-332187429,-332187429,-332187429,2022-12-22 05:15:57.915534,2024-04-29 21:41:23.536933,2025-11-25 19:29:55.059692,2019-12-08T00:00:00.000000,SPA,N,3728 Broadway,Avenue J,,,,,Galveston,77550,TX,,,997776684
-10000010263532,1S00EU7PU32,Nicolas769,Vannesa928,R,1965-04-12,2,5,-332187429,-332187429,-332187429,2021-06-26 22:11:24.653054,2025-08-25 21:16:42.097118,2025-11-12 06:48:16.961674,9999-12-31T00:00:00.000000,SPA,Y,3728 Broadway,Avenue J,,,,,Galveston,77550,TX,,,999442759
-10000010263530,1S00EU7PU30,Hills818,Leanne251,,1999-12-29,2,1,-20808405,-20808405,-20808405,2018-06-04 14:37:45.776802,2020-12-15 20:42:07.434633,2021-01-03 10:08:47.025519,9999-12-31T00:00:00.000000,ENG,Y,14152 ND-27,,,,,,Lisbon,58054,ND,2023-09-19,Y,666320598
-10000010263527,1S00EU7PU27,Mohr916,Gino587,C,1988-02-20,1,1,-471438583,-471438583,-471438583,2018-07-24 11:06:30.040059,2019-09-17 03:31:05.776584,2023-11-17 14:22:54.175794,9999-12-31T00:00:00.000000,ENG,Y,777 Brockton Avenue,,,,,,Abington,02351,MA,,,934807213
-10000010263526,1S00EU7PU26,Aufderhar910,Dennis979,,1960-01-03,2,1,-192527374,-192527374,-192527374,2017-10-23 07:12:30.581814,2023-05-26 08:31:21.502631,2023-11-01 19:08:57.420732,9999-12-31T00:00:00.000000,~,Y,777 Brockton Avenue,,,,,,Abington,02351,MA,2025-08-18,N,923699525
-10000010263525,1S00EU7PU25,Bauch723,Bradley693,T,1922-03-20,1,5,-572079261,-572079261,-572079261,2019-08-01 10:48:27.171002,2023-03-05 20:41:52.461183,2025-11-13 10:03:24.900943,9999-12-31T00:00:00.000000,~,Y,777 Brockton Avenue,,,,,,Abington,02351,MA,,,905585738
-10000010263519,1S00EU7PU19,Lang846,Florene115,A,1959-09-16,2,3,-297659952,-297659952,-297659952,2023-03-23 07:06:45.159087,2023-06-10 08:04:53.280725,2025-06-30 00:21:43.267267,9999-12-31T00:00:00.000000,~,Y,1970 S University Blvd,,,,,,Mobile,36609,AL,,,912702694
-10000010263518,1S00EU7PU18,Burgos636,Olivia294,A,1974-01-26,2,5,-628610535,-628610535,-628610535,2017-07-07 18:56:03.196540,2019-09-26 00:42:49.945867,2019-12-30 07:11:19.183359,9999-12-31T00:00:00.000000,SPA,Y,3728 Broadway,Avenue J,,,,,Galveston,77550,TX,2025-02-21,N,907063967
